household_key,pred_purchases_6m,clv_6m,churn_prob,frequency,recency,monetary,total_net_revenue
734,18.75253557,317.1607861,0.006322651129,76,35,1319.76,1319.76
1758,17.22030109,489.3962137,0.005429642134,70,35,2041.93,2041.93
1116,15.41929446,652.7334994,0.02180566483,64,36,2779.14,2779.14
2490,9.282091057,193.6137184,0.01,33,36,699.16,699.16
180,18.67543951,562.9361089,0.03281801786,68,36,2103.4,2103.4
1668,24.43471601,577.1244979,0.008677422913,94,36,2283.69,2283.69
375,6.638023221,56.15676338,0.01439978289,24,36,203.94,203.94
1141,16.01560555,301.3719541,0.008799497465,59,36,1137.28,1137.28
234,5.101988468,70.06669258,0.03369467717,19,36,260.64,260.64
1210,9.836426672,240.5755267,0.004260365125,37,36,921.33,921.33
84,13.31449653,302.3484906,0.03768755695,52,36,1208.09,1208.09
152,9.407617089,363.0074536,0.04349188709,37,36,1454.28,1454.28
1741,4.271644879,46.74238926,0.0283935086,15,37,161.99,161.99
61,2.950397885,50.74309686,0.009370069332,11,37,183.8,183.8
1593,11.48085662,467.8449906,0.03094727751,43,37,1789.1,1789.1
147,9.498272654,385.3797986,0.9984445377,36,37,1487.21,1487.21
656,23.35100306,1204.027685,0.01964238955,95,37,5040.28,5040.28
554,5.452611571,393.4214607,0.03601358145,21,37,1524.33,1524.33
501,5.631654515,121.7144724,0.03302196469,22,37,478.13,478.13
1202,6.285171652,146.3106964,0.01452360194,25,37,587.47,587.47
524,19.92354902,534.9227616,0.02548402802,72,38,1984.58,1984.58
486,8.078773311,253.5085331,0.02711207143,29,38,922.39,922.39
815,12.97713458,486.8379166,0.04878048512,47,38,1802.37,1802.37
671,23.64325809,919.4838229,0.007577105233,127,38,5089.66,5089.66
890,8.228335503,279.4875147,0.05316986695,31,38,1068.91,1068.91
277,7.858359394,188.3858632,0.03265056941,31,38,754.05,754.05
170,11.44121767,503.7843287,0.04416391668,45,39,2024.51,2024.51
1102,19.36666038,526.6279231,0.008815231475,81,39,2263.4,2263.4
1385,24.3869219,1191.858584,0.003819941102,112,39,5637.51,5637.51
529,13.54647779,432.4685936,0.9675521159,56,39,1831.14,1831.14
1813,1.110669137,77.15516849,0.009952650636,4,40,233.45,233.45
508,15.42539058,326.1659524,0.006554453049,55,40,1190.51,1190.51
1874,9.338790628,232.37995,0.9527451821,33,40,834.29,834.29
1497,2.470508079,150.4953445,0.009045804507,9,40,527.3,527.3
189,10.23126652,212.0404768,0.01305140995,38,40,801.99,801.99
229,10.12052479,249.3995835,0.00873970346,40,40,1004.89,1004.89
2213,13.56285879,843.8046791,0.03962769519,55,40,3505.21,3505.21
593,13.69854145,151.8243103,0.01002202872,57,41,646.4,646.4
2187,12.09232784,685.9257357,0.01694037979,46,41,2667.13,2667.13
1902,5.512490467,429.4633728,0.009311706488,21,41,1646,1646
541,12.10775562,449.6435565,0.00373970346,47,41,1784.19,1784.19
530,13.53559687,368.3578179,0.02520149025,53,41,1476.22,1476.22
1544,13.29074014,590.7615434,0.01374134962,54,41,2457.93,2457.93
100,8.019177641,548.3079898,0.0312131795,33,41,2294.62,2294.62
2474,13.87416637,141.8262625,0.9875670651,49,42,511.41,511.41
129,11.3469428,132.5558795,0.01906620038,40,42,475.73,475.73
319,22.54695469,755.0570051,0.01182097713,109,42,3758.5,3758.5
981,9.701693763,369.0122086,0.0262131795,36,42,1394.11,1394.11
1008,10.73340405,134.6921832,0.02849836274,40,42,511.12,511.12
1724,22.00438269,591.4764092,0.006322651129,95,42,2626.98,2626.98
1519,7.628578067,607.6084229,0.0265248184,30,42,2425.66,2425.66
2477,9.876721263,452.9688107,0.9812131795,40,42,1871.22,1871.22
9,5.598757897,222.3893697,0.03186667092,20,43,797.42,797.42
1870,9.574844725,77.37455472,0.9988668102,37,44,303.6,303.6
1416,1.51085603,25.43037384,0.015,6,44,91.65,91.65
758,4.747336303,96.69819554,0.004082733813,17,45,344.92,344.92
424,6.704496772,675.3484406,0.04269455821,24,45,2441.79,2441.79
2480,7.635885535,445.5063346,0.9481133974,29,45,1716.05,1716.05
2002,15.21818713,580.6136446,0.9213878527,63,45,2465.12,2465.12
812,20.0390033,244.2406729,0.8780557515,93,46,1165.27,1165.27
1200,7.925388564,421.5491756,0.03852470985,30,47,1619.45,1619.45
659,7.844859339,183.7242663,0.03265056941,32,47,760.89,760.89
1096,11.33044794,139.8905255,0.03275992553,47,47,592.36,592.36
525,11.1715481,247.3577978,0.01,40,48,902.77,902.77
1992,8.30704126,144.4619177,0.02794329298,30,48,528.65,528.65
461,10.38797888,173.8700183,0.0271659825,39,48,664.8,664.8
969,2.078159556,85.20702937,0.01374915131,8,48,311.59,311.59
1957,11.00222901,488.2022753,0.01764110788,44,48,1994.23,1994.23
245,11.53582069,328.2943115,0.04830851965,48,48,1396.45,1396.45
1688,9.668898995,256.2780681,0.04751910171,36,49,971.12,971.12
1401,13.67107098,151.0975817,0.0231294146,52,49,587.37,587.37
557,7.461180749,182.4339047,0.01404580451,29,49,718.46,718.46
1003,15.21120713,609.4341118,0.0118752753,63,49,2588.73,2588.73
21,7.181337892,228.6917787,0.03065219196,27,50,870.11,870.11
107,10.72687048,313.6470378,0.04321623901,41,50,1222.83,1222.83
1121,15.10568672,600.5906832,0.9811097838,61,50,2486.64,2486.64
1780,10.6252823,342.1857701,0.01305140995,43,51,1413.68,1413.68
2223,0.0002418994135,0.001608167825,0.9691663364,300,51,2059.76,2059.76
1723,17.44555037,881.6586092,0.006322651129,86,52,4469.22,4469.22
942,0.007371779157,0.1956214563,0.5975771052,215,52,5890.14,5890.14
264,15.04108126,428.8997853,0.0209743642,61,52,1783.07,1783.07
2081,9.536900231,246.9404273,0.01305140995,35,53,921.84,921.84
1789,5.612432872,71.17557708,0.009358923952,23,53,293.19,293.19
2363,11.31277964,217.5761564,0.03065219196,43,53,843.76,843.76
2457,16.70924471,325.5063277,0.988996864,77,53,1540.47,1540.47
1882,6.838301929,105.6629569,0.009311706488,26,53,405.54,405.54
1319,11.95293416,258.2284009,0.01634390899,48,53,1059.79,1059.79
333,9.939409387,312.2393484,0.01231177507,39,54,1248.81,1248.81
1700,8.759837627,419.481236,0.952419565,33,55,1606.69,1606.69
1108,5.821430454,76.99072542,0.004082733813,22,55,292.1,292.1
602,12.95641938,441.8171196,0.02456569525,53,55,1850.07,1850.07
478,5.638528523,80.55820784,0.004082733813,20,56,286.02,286.02
268,8.384935952,223.023781,0.02341969103,30,56,809.21,809.21
1950,8.005005267,190.0441895,0.02845694909,31,56,746.74,746.74
366,12.45652558,156.4913848,0.03275992553,48,57,615.78,615.78
1666,10.76996271,137.9111214,0.005761663595,82,58,1078.47,1078.47
274,4.013589687,32.641704,0.9629995529,15,58,120.07,120.07
1012,1.926311309,36.20667177,0.01114974827,121,59,2342.51,2342.51
480,12.82208354,494.0335432,0.974804699,92,59,3646.39,3646.39
1149,4.622668433,84.0922892,0.9935270142,17,60,307.91,307.91
2434,6.197502732,206.2789654,0.9859514884,23,60,771.51,771.51
232,0,0,0.01,631,60,12695.57,12695.57
2029,12.13651886,436.049973,0.9986899382,46,61,1688.9,1688.9
122,1.394028726,24.12909469,0.01433967456,132,61,2354.22,2354.22
1959,3.80977998,198.9952603,0.03349192464,104,61,5592.54,5592.54
327,7.036472314,58.61858356,0.9639274934,27,61,226.71,226.71
466,4.697573356,117.354391,0.9936940668,17,62,423.32,423.32
190,6.355418124,190.9415362,0.03419972632,23,63,696.28,696.28
487,2.485989319,38.67771985,0.0045277105,9,63,133.68,133.68
62,8.574105016,92.05845009,0.03123377272,33,63,359.29,359.29
1532,9.152003778,198.3610823,0.9813029642,86,63,1916.02,1916.02
757,10.83148552,537.1242887,0.008051409948,40,64,2023.37,2023.37
2,11.70051167,497.3568829,0.9866869124,45,64,1954.34,1954.34
931,10.99802626,1273.736428,0.008819941102,42,64,4967.07,4967.07
1925,0.880041665,21.86154216,0.01539965125,118,64,3019.2,3019.2
2420,3.133598073,136.7947894,0.9418673492,102,66,4583.46,4583.46
2291,12.35952182,96.54221802,0.9987677781,55,67,439.03,439.03
1570,11.96862939,548.0662763,0.9985702936,51,68,2389.96,2389.96
399,4.787141437,275.9646943,0.03868222905,17,69,978.48,978.48
1635,5.453762485,35.32302995,0.01369937759,20,69,128.98,128.98
2230,10.11515463,312.3783278,0.9875191017,38,70,1195.65,1195.65
2468,2.683998204,72.69810971,0.9993308276,90,70,2506.89,2506.89
851,5.083564844,40.39823025,0.008699377592,21,70,166.78,166.78
1006,2.830515425,42.81120957,0.925,11,70,161.48,161.48
1980,11.7818426,946.4612927,0.01241712637,54,70,4443.15,4443.15
2251,6.474635718,497.7352062,0.01311339738,26,70,2022.54,2022.54
488,5.260247719,106.7931153,0.9942416132,20,71,406.96,406.96
1477,3.913210367,73.56197803,0.009082733813,15,71,279.2,279.2
724,6.84392212,166.5209682,0.9983013346,26,72,639.3,639.3
1140,5.523742404,304.4654867,0.9779954998,21,72,1164.18,1164.18
1503,4.578827872,30.20218753,0.01860505626,18,72,117.69,117.69
1615,10.06557299,204.2499919,0.03892128248,42,72,869.28,869.28
2286,6.688196025,251.6415104,0.9988707484,26,73,989.26,989.26
519,7.614139879,191.9479277,0.03186667092,32,73,819.13,819.13
1894,10.38961531,565.9240107,0.01086615954,42,74,2335.47,2335.47
1498,6.866293653,250.7579319,0.9927645022,26,74,960.18,960.18
933,4.66706124,125.0758946,0.9988198602,79,74,2175.19,2175.19
751,6.643994025,126.818198,0.01998273487,27,77,521.04,521.04
163,4.433372261,71.4169858,0.02877637124,17,78,272.52,272.52
1746,10.34583433,449.4162975,0.03321948905,49,78,2177.16,2177.16
207,5.444022819,256.6965596,0.04070608791,21,79,995.72,995.72
2140,9.551584644,287.0143106,0.9893414701,51,80,1567.89,1567.89
1460,8.516994007,358.1196057,0.9882422772,57,80,2455.68,2455.68
238,6.840108192,167.3136218,0.01406620038,28,80,693.4,693.4
1424,6.218775547,63.4775343,0.9983963828,57,81,595.22,595.22
1574,7.528375811,958.9532744,0.01844697989,28,81,3616.03,3616.03
925,2.473371199,14.81537627,0.9945861891,79,81,485.24,485.24
149,0.000001052725911,0.00005653256659,0.9247591629,215,81,11920.93,11920.93
737,9.854118304,295.0875736,0.02547855926,52,81,1593.51,1593.51
261,9.363463341,258.8320916,0.9837691331,44,82,1241.87,1241.87
1866,4.146545241,44.55637578,0.0194950495,15,82,159.05,159.05
2332,3.980372005,88.56354464,0.9919883512,16,82,353.8,353.8
532,6.356271843,110.3663767,0.9862129756,23,83,401.88,401.88
2255,5.464137967,147.6343188,0.9828959699,21,83,570.03,570.03
1921,0.02972392335,0.4055947202,0.9789049467,104,85,1460.12,1460.12
2398,0.7299123903,19.0302115,0.9941639167,76,87,2035.1,2035.1
2220,3.765929378,54.73502135,0.009370069332,15,88,215.58,215.58
1095,7.08390076,139.6718245,0.01301108408,30,88,599.54,599.54
2144,7.244481093,327.5160295,0.0177595746,49,90,2265.9,2265.9
938,6.458197951,404.4328433,0.9939513389,26,90,1647.36,1647.36
2396,4.285063011,139.1094543,0.04292871588,17,90,550.48,550.48
403,8.44943356,164.4903015,0.9928643654,46,90,914.56,914.56
756,6.029672568,171.9559505,0.04813832591,24,91,690.42,690.42
1977,7.602072966,89.62334526,0.008343098938,30,92,357.99,357.99
1156,7.002505403,238.0397194,0.9988707484,29,94,999.33,999.33
154,7.452544014,212.4027328,0.9526238428,30,95,867.18,867.18
341,7.430239373,96.25687357,0.9993736114,30,95,393.5,393.5
2309,3.008441124,70.42568478,0.969450994,12,96,275.01,275.01
1441,3.172385041,99.48786777,0.04830011116,13,98,401.47,401.47
546,0.0001254109381,0.003331780763,0.006867349198,122,99,3339,3339
1675,0.009304073903,0.4308468211,0.9584919246,102,99,4862.09,4862.09
1616,7.574439141,241.7455553,0.9931370442,38,100,1235.72,1235.72
1220,6.933869277,173.4837307,0.9330514099,31,100,787.04,787.04
1736,5.778570397,97.88632619,0.01,22,102,374.48,374.48
44,6.971489153,188.3082157,0.785,32,104,877.76,877.76
4,6.791907469,267.7864847,0.02664532083,30,105,1200.11,1200.11
2152,5.902361238,36.82594216,0.9738535232,25,105,156.55,156.55
137,5.791968241,158.920426,0.03211207143,38,106,1062.17,1062.17
791,4.905109549,70.58395294,0.01462763688,21,110,303.01,303.01
639,0.03051303822,0.28594421,0.9992147938,79,112,759.83,759.83
1435,3.242285695,129.529112,0.9929287159,13,112,511.78,511.78
504,1.722015148,135.4119194,0.01350583448,7,112,516.34,516.34
763,4.585409228,316.3610497,0.9805193471,40,113,2815.58,2815.58
2413,4.032249608,71.80939561,0.009082733813,17,114,301.41,301.41
2356,0.003354824809,0.07186395874,0.9940348687,98,115,2159.78,2159.78
912,5.085833085,294.7658153,0.0241247739,20,116,1164.11,1164.11
176,5.478581502,186.3102252,0.998545696,23,121,788.29,788.29
778,0.00002209250881,0.0003985437952,0.9296719835,123,122,2285.59,2285.59
1286,5.486145416,107.351933,0.04330133464,30,124,595,595
833,3.177261774,181.4562226,0.9430514099,34,127,1975.56,1975.56
571,3.843687255,268.6653675,0.9952118535,16,127,1114.16,1114.16
918,0.00000003496392133,0.0000006994651044,0.9794333037,152,127,3135.38,3135.38
2382,3.817576449,85.73466969,0.02822683065,36,130,822.64,822.64
2157,2.949997201,97.97232858,0.9866659141,12,134,390.7,390.7
2045,4.612475151,75.43780914,0.0225367109,19,135,310.64,310.64
1482,4.201663446,243.1600558,0.9882271362,18,137,1042.35,1042.35
1243,3.8622866,64.9682462,0.02821835604,15,138,249.7,249.7
2096,4.063847508,201.1247088,0.9989513389,26,141,1301.65,1301.65
835,4.151803811,67.19651177,0.01412466882,17,144,273.81,273.81
1908,1.134221131,20.94042201,0.9982685119,38,144,714.31,714.31
45,0.01191531337,0.1648290673,0.005062354589,57,145,807.09,807.09
783,3.889537,88.93350601,0.04245147865,17,146,387.34,387.34
1022,1.336965117,9.639284831,0.9591265358,36,151,263.27,263.27
1308,4.260879163,59.0622596,0.9986901883,23,153,320.58,320.58
416,2.172011211,160.7412348,0.04782659525,29,157,2177.04,2177.04
1828,0.00002867916635,0.001885304033,0.9694495292,86,162,5813.77,5813.77
2254,0.00001605850394,0.0002482734342,0.006878373727,80,163,1270.35,1270.35
1468,0.00001886222214,0.0009360714705,0.02493616666,81,164,4131.73,4131.73
509,3.517757515,61.37145552,0.004082733813,16,165,277.14,277.14
2092,0,0,0.05149582463,122,173,2290.54,2290.54
1028,2.794855015,29.17335023,0.9633935086,12,174,121.91,121.91
649,0.0003223715017,0.008892430981,0.04857240866,55,176,1553.45,1553.45
678,0.00009663595536,0.0007613942778,0.9083430989,57,188,459.17,459.17
584,0.00004848428319,0.000928797714,0.9933122645,56,197,1098.3,1098.3
775,0.03318060139,1.108962281,0.755,33,218,1121,1121
1516,0.9105378165,11.65221116,0.009495049505,15,236,189.66,189.66
634,0.0003005476547,0.01312140718,0.008051409948,35,263,1555.15,1555.15
2051,0,0,0.015,288,270,4923.16,4923.16
2009,0.00000000919781201,0.0000004131122306,0.02773284006,33,416,1506.88,1506.88
1199,0.06145191399,1.539647607,0.004734098019,7,451,163.57,163.57
1655,10.03499275,120.8105083,,41,21,502.77,502.77
295,1.329527327,44.89143876,,5,21,149.31,149.31
1432,2.187162276,85.2594365,,9,21,336.95,336.95
379,0.5234641599,32.51164837,,2,25,55.64,55.64
958,3.074238174,89.88326752,,11,25,313.37,313.37
186,0.8036847929,21.86268747,,3,26,59.52,59.52
2454,8.188100985,105.9053623,,30,28,392.87,392.87
1682,2.689423074,44.33377683,,10,29,158.93,158.93
2067,1.641618521,36.05088005,,6,30,120.01,120.01
616,2.496804468,122.6314055,,10,30,476.14,476.14
819,1.5802327,46.63105939,,6,31,161.75,161.75
1339,1.534433604,108.6617844,,6,31,390.16,390.16
2495,5.204956688,54.4258379,,20,88,209,209
599,1.252280562,100.7392866,,5,88,357.78,357.78
910,7.99848666,267.90115,,34,90,1158.11,1158.11
2165,2.683562242,45.72985055,,11,91,182.1,182.1
1033,6.633957137,344.78266,,26,92,1366.97,1366.97
899,3.044082318,81.61233866,,12,94,315.15,315.15
1986,3.148432888,61.71269667,,12,95,230.06,230.06
1341,3.28596376,111.5701043,,13,95,434.77,434.77
1173,8.143050563,127.794552,,41,95,655.77,655.77
860,4.520963318,22.2652948,,52,96,261.06,261.06
1143,3.120281153,46.158409,,12,96,173.31,173.31
1860,1.08594819,13.78065832,,58,103,753.42,753.42
2104,6.521270777,109.8474847,,29,103,494.57,494.57
2180,6.266621614,130.656895,,44,104,936.39,936.39
1348,5.804223241,81.36562993,,23,106,324.22,324.22
1315,1.275524003,184.7450452,,5,108,645.36,645.36
1670,4.563638888,23.38820732,,19,108,96.48,96.48
1253,5.971133167,140.6763032,,24,110,570.15,570.15
1237,5.286703274,276.7102819,,20,111,1051.16,1051.16
821,4.543500862,124.5303137,,17,112,464.56,464.56
391,1.002347062,28.26014962,,49,119,1412.64,1412.64
1561,1.594366677,116.1499416,,6,121,401.41,401.41
2143,2.164711753,74.8304413,,9,122,298.65,298.65
2177,0.7401821534,44.43562342,,3,124,133.5,133.5
1311,4.31320293,174.3222429,,17,125,685.63,685.63
2391,0.6533030059,7.499916643,,54,125,633.92,633.92
892,5.106699756,102.3521853,,22,127,443.31,443.31
619,1.267255465,48.37031387,,5,127,168.98,168.98
921,2.287450242,27.05359917,,9,127,101.3,101.3
2473,2.131686791,81.55670596,,9,129,330.68,330.68
2403,2.741995032,33.85014749,,10,130,118.69,118.69
2414,1.438799496,46.86253639,,6,132,178.68,178.68
683,2.477912642,48.94005952,,9,135,170.06,170.06
2436,3.934427369,256.8338417,,15,136,972.68,972.68
1436,2.170946441,38.7525524,,8,136,134.89,134.89
181,1.563810285,65.71091246,,39,140,1670.82,1670.82
2150,2.159058266,19.99228684,,8,141,69.32,69.32
2052,1.407628025,33.92106327,,6,141,131.83,131.83
423,3.522094555,58.89640867,,14,143,230.85,230.85
746,0.5438355952,7.793901025,,39,144,569.05,569.05
363,1.054979636,16.83227143,,4,151,52.4,52.4
2304,0.000001966550019,0.00000524159816,,88,158,240.09,240.09
620,3.691371277,59.277353,,19,161,304.98,304.98
682,0,0,,217,163,4438.29,4438.29
917,0.04352515033,0.4739643225,,44,164,488.48,488.48
1031,0,0,,146,175,4232.12,4232.12
1840,0.09301884899,0.8345718312,,37,176,337.21,337.21
370,0,0,,133,176,3386.78,3386.78
1059,1.209817372,20.15277353,,5,177,72.91,72.91
1150,3.129519809,190.8764904,,14,180,845.39,845.39
1309,2.10389812,38.74540761,,9,182,158.48,158.48
1934,3.150733054,114.9091685,,15,183,542.87,542.87
499,0.0000114834543,0.0001205290612,,70,188,753.36,753.36
651,1.976439095,96.29878649,,8,201,370.53,370.53
704,2.22091509,19.92749532,,9,208,76.53,76.53
1888,2.450225977,31.16986962,,11,209,135.61,135.61
572,0.0002101744195,0.004131578966,,45,216,903.15,903.15
2166,0.01396254408,0.03915099844,,30,225,84.21,84.21
522,0.7368235633,10.17546319,,3,241,29.34,29.34
440,1.50834937,23.26880758,,6,243,83.88,83.88
1863,1.492099827,44.36303204,,14,263,411.45,411.45
272,1.524096695,93.29203991,,7,275,401.62,401.62
1757,1.649101864,43.16129129,,10,278,253.11,253.11
231,1.662647893,62.65374437,,9,279,325.68,325.68
500,1.11692504,21.58404129,,5,279,84.82,84.82
2246,1.166018554,84.28854137,,5,280,321.35,321.35
1411,1.338214104,32.17348522,,6,289,131.52,131.52
2422,1.110682295,91.90748716,,5,291,368.07,368.07
1626,0.4601288766,22.33153998,,2,293,42.96,42.96
1674,1.275160336,20.32137734,,8,313,120.28,120.28
1472,0.9285852307,74.41134755,,4,315,269.54,269.54
11,1.087186865,8.48938377,,5,320,33.39,33.39
1035,0.8718851383,47.57722947,,4,325,183.04,183.04
173,0.5324000639,12.94084349,,10,338,234.97,234.97
689,0.693824848,9.46467786,,3,345,28.96,28.96
948,0.8365086603,75.76285954,,4,360,304.85,304.85
2306,0.5639563655,4.685634188,,8,391,62.06,62.06
1455,0.0004937252933,0.02921666168,,14,472,820.18,820.18
1052,0.01668712778,0.5906661576,,7,501,231.66,231.66
2365,0.004029870649,0.1928288253,,7,507,313.65,313.65
1504,0.2203808179,6.661037274,,3,535,66.33,66.33
102,0.001159759153,0.04652583434,,8,553,304.84,304.84
1727,0.006946427662,1.125818523,,2,614,149.01,149.01
313,0.001266398279,0.03522992093,,4,646,92.54,92.54
2265,0.001786292604,0.06279783798,,3,660,77.44,77.44
2201,0.02023560793,0.6473803939,,2,660,27.51,27.51
359,0.01457663232,2.734486719,,2,678,172.85,172.85
19,2.027146569,52.63003939,0,421,21,11299.61,11299.61
32,29.8992016,846.3239971,0,116,21,3381.82,3381.82
806,32.14999283,1466.468635,0,125,21,5875.35,5875.35
76,4.10216192,81.5411026,0,16,21,315.94,315.94
550,10.03680013,215.9439717,0,39,21,854.91,854.91
715,44.11145754,891.6555699,0,178,21,3712.14,3712.14
889,50.08948498,2915.8896,0,216,21,12983.01,12983.01
867,44.33242514,1437.280336,0,182,21,6088.84,6088.84
957,0.07832053902,0.4938060788,0,576,21,3754.9,3754.9
1133,28.8795834,336.0941979,0,115,21,1377.66,1377.66
2134,22.42480825,2236.292435,0,89,21,9129.83,9129.83
2075,38.39413613,1137.639096,0,155,21,4736.51,4736.51
631,0.9186638868,17.06687212,0,483,21,9277.72,9277.72
1612,37.47329432,2028.289304,0,151,21,8429.05,8429.05
2112,32.71599267,1230.288626,0,132,21,5116.15,5116.15
1803,49.52226733,3202.120542,0,216,21,14420.9,14420.9
951,4.452587344,170.7353897,0,18,21,690.22,690.22
1833,20.52275362,719.6729034,0,83,21,2991.81,2991.81
1421,49.65062291,1221.089081,0,218,21,5535.2,5535.2
2124,51.59078775,1635.941038,0,240,21,7859.41,7859.41
996,33.97985957,526.7964654,0,139,21,2220.85,2220.85
46,33.51003002,2000.915752,0,137,21,8433.43,8433.43
52,33.93570339,1299.502089,0,139,21,5487.28,5487.28
2064,50.29831442,974.7727024,0,271,21,5424.85,5424.85
2334,19.92921422,638.5642614,0,361,21,11955.38,11955.38
2102,25.9082079,859.3766195,0,106,21,3619.76,3619.76
2058,40.05578331,1388.168131,0,167,21,5970.57,5970.57
1917,46.85074612,1057.83172,0,291,21,6788,6788
1138,48.60351406,1009.703741,0,212,21,4546.37,4546.37
1861,29.90607661,441.0870893,0,123,21,1868.45,1868.45
1549,42.09199631,458.5752578,0,177,21,1988.91,1988.91
1258,50.96402494,745.2136843,0,232,21,3502.45,3502.45
1483,27.20779052,1114.594903,0,112,21,4725.27,4725.27
681,16.06747086,657.9714584,0,66,21,2773.19,2773.19
1558,34.92946478,1048.373662,0,145,21,4487.1,4487.1
361,49.17742918,1919.935327,0,217,21,8747.1,8747.1
575,23.44738382,750.1198852,0,356,21,11771.13,11771.13
630,47.49576628,1730.070351,0,206,21,7746.27,7746.27
474,8.761271874,502.3899262,0,36,21,2102.36,2102.36
432,51.85714297,681.2461386,0,257,21,3486.55,3486.55
2095,39.16058007,877.5148921,0,164,21,3790.49,3790.49
304,43.99314954,1202.586579,0,304,21,8586.28,8586.28
1130,21.81975996,382.7766532,0,362,21,6563.15,6563.15
2315,2.570303889,79.21067651,0,9,21,266.1,266.1
1995,42.77823656,4129.166466,0,154,21,15332.43,15332.43
1618,28.35041672,1269.501378,0,99,21,4562.48,4562.48
1265,14.105743,396.9185189,0,49,21,1409.87,1409.87
2338,19.84469968,591.7234225,0,69,21,2111.55,2111.55
1352,38.82517107,1473.458003,0,138,21,5398.95,5398.95
1823,3.012995825,94.86195924,0,377,21,12268.85,12268.85
771,0.08939992479,1.390209335,0,497,21,7990.97,7990.97
1005,47.81301126,636.0398354,0,180,21,2470.09,2470.09
303,50.02367222,1188.445164,0,199,21,4879.67,4879.67
1999,14.89715046,219.4667334,0,52,21,783.33,783.33
1812,29.60911533,539.192195,0,104,21,1948.99,1948.99
1935,47.27451079,3201.994775,0,177,21,12371.26,12371.26
531,11.44115345,297.5678841,0,40,21,1060.64,1060.64
1644,7.417338518,112.3393652,0,26,21,397.48,397.48
1775,50.3816164,2193.709086,0,211,21,9485.14,9485.14
104,35.96487683,1784.877985,0,128,21,6546.74,6546.74
1414,4.831578024,78.26113384,0,17,21,274.03,274.03
1127,8.263080708,439.282736,0,29,21,1563.53,1563.53
740,31.94222154,1823.636002,0,113,21,6644.85,6644.85
1649,13.64353167,314.9242122,0,48,21,1132.4,1132.4
2055,37.16398542,653.1908221,0,133,21,2408.74,2408.74
33,14.7796678,333.5811314,0,52,21,1200.74,1200.74
978,20.16042245,833.6458172,0,71,21,3014.35,3014.35
633,45.19606584,1441.289553,0,167,21,5493.89,5493.89
2296,48.98157952,2764.403573,0,230,21,13404.83,13404.83
975,47.89626105,1216.375752,0,182,21,4769.31,4769.31
400,18.48448585,1067.171588,0,310,21,18494.14,18494.14
1686,26.85030244,361.1066697,0,95,21,1313.76,1313.76
218,44.51975149,2423.95843,0,164,21,9211.72,9211.72
1337,46.0564068,2101.881326,0,244,21,11500.76,11500.76
623,34.75229512,1060.627313,0,124,21,3899.16,3899.16
23,30.98167382,864.003547,0,110,21,3158.58,3158.58
1907,2.576900258,57.4390972,0,388,21,8939.5,8939.5
1694,44.72597685,1400.980786,0,249,21,8055.47,8055.47
326,7.358811589,207.1196973,0,26,21,739.72,739.72
2261,0.7975191596,24.05930237,0,429,21,13379.78,13379.78
2438,48.16829245,776.8141135,0,184,21,3061.58,3061.58
1227,24.26640234,1045.629085,0,86,21,3810.36,3810.36
2313,3.089852152,30.71706217,0,11,21,105.69,105.69
1982,43.54748502,1111.991157,0,160,21,4213.85,4213.85
1572,14.68699991,702.0646275,0,52,21,2544.41,2544.41
898,17.22850965,442.2537514,0,315,21,8355.23,8355.23
1604,42.59262471,216.9245636,0,156,21,818.41,818.41
1920,26.09284413,525.9084128,0,93,21,1927.74,1927.74
1735,26.09284413,1064.383128,0,93,21,3902.77,3902.77
992,28.56868392,224.2987565,0,102,21,823.35,823.35
1499,24.98623327,575.0513943,0,89,21,2106.09,2106.09
1598,0.5471979777,13.69789091,0,445,21,11516.83,11516.83
2019,10.81924745,408.8302769,0,337,21,13160.5,13160.5
675,50.20477188,1053.750065,0,223,21,4832.38,4832.38
2400,2.607444197,94.71186989,0,391,21,14681.32,14681.32
707,0.1181895899,4.405405284,0,498,21,19194.42,19194.42
2057,34.66080341,847.9044558,0,125,21,3150.45,3150.45
439,10.66479949,156.6943801,0,38,21,568.21,568.21
230,45.00044082,1173.92824,0,168,21,4521.01,4521.01
377,36.68976403,847.6053214,0,133,21,3166.45,3166.45
275,16.29528842,308.7760011,0,321,21,6284.99,6284.99
1804,20.09400861,640.9950547,0,311,21,10251.19,10251.19
1777,20.92821217,318.0381168,0,75,21,1169.97,1169.97
184,43.56143644,1163.533311,0,257,21,7090.07,7090.07
1240,50.58417875,2539.892527,0,217,21,11250.07,11250.07
808,50.32015924,548.6700434,0,206,21,2317.9,2317.9
422,5.565989644,272.5486046,0,20,21,983.32,983.32
1076,23.93269907,606.6486934,0,86,21,2241.01,2241.01
2082,48.79055141,1258.011099,0,191,21,5082.41,5082.41
1631,7.972800409,227.8692182,0,353,21,10427.21,10427.21
2342,49.41870481,1449.6885,0,196,21,5934.36,5934.36
1898,13.34849587,195.4017533,0,48,21,717.71,717.71
2259,4.432747081,164.0098073,0,16,21,589.17,589.17
1440,27.68274485,686.4215475,0,100,21,2551.58,2551.58
1146,9.870903064,245.1402418,0,345,21,8854.64,8854.64
608,50.6395997,1163.888325,0,217,21,5148.98,5148.98
127,48.75737528,1152.257515,0,191,21,4658.23,4658.23
553,41.39259737,1097.711317,0,265,21,7259.09,7259.09
1216,36.63399505,1406.670791,0,134,21,5303.53,5303.53
